id_jogo_cbf,data_jogo,time_mandante,time_visitante,estadio,competicao,publico_pagante,publico_nao_pagante,publico_total,receita_bruta_total,despesa_total,resultado_liquido,caminho_pdf_local,data_processamento,status,log_erro
142351b_2024,2024-12-01,Grêmio,São Paulo,Arena do Grêmio,Campeonato Brasileiro Série A,39197,2141,39197,2323748.0,547573.86,1776174.14,pdfs\142351b_2024.pdf,2025-05-05,Sucesso,
142352b_2024,2024-11-26,Atlético Mineiro,Juventude,Independência,Campeonato Brasileiro Série A,0,0,0,0.0,210510.7,-210510.7,pdfs\142352b_2024.pdf,2025-05-05,Sucesso,
142353b_2024,2024-01-12,Vitória,Fortaleza,Manoel Barradas,Campeonato Brasileiro Série A,28892,0,28892,923185.0,502868.63,420316.37,pdfs\142353b_2024.pdf,2025-05-05,Sucesso,
142354b_2024,2024-12-01,Flamengo,Internacional,Maracanã,Campeonato Brasileiro Série A,56571,1649,58220,2983722.5,1865178.33,1079395.13,pdfs\142354b_2024.pdf,2025-05-05,Sucesso,
142355b_2024,2024-11-30,Vasco da Gama,Atlético Goianiense,São Januário,Campeonato Brasileiro Série A,18270,192,20284,929214.0,657128.35,272085.65,pdfs\142355b_2024.pdf,2025-05-05,Sucesso,
142356b_2024,2024-11-26,Palmeiras,Botafogo-RJ,Arena Allianz Parque,Campeonato Brasileiro Série A,31753,0,31753,3284958.13,1089898.57,2195059.56,pdfs\142356b_2024.pdf,2025-05-05,Sucesso,
142357b_2024,2024-12-01,Red Bull Bragantino,Cruzeiro,Nabi Abi Chedid,Campeonato Brasileiro Série A,6133,0,6133,280740.0,185992.38,94747.62,pdfs\142357b_2024.pdf,2025-05-05,Sucesso,
142358b_2024,2024-01-12,Athletico Paranaense,Fluminense,Ligga Arena,Campeonato Brasileiro Série A,40444,0,40444,1026845.0,223352.39,803492.61,pdfs\142358b_2024.pdf,2025-05-05,Sucesso,
142359b_2024,2024-11-30,Cuiabá,Bahia,Arena Pantanal,Campeonato Brasileiro Série A,2613,0,2613,31630.0,186022.0,-154392.0,pdfs\142359b_2024.pdf,2025-05-05,Sucesso,
14235b_2024,2024-04-27,Vasco da Gama,Criciúma,São Januário,Campeonato Brasileiro Série A,17607,483,18296,903846.0,638123.33,265722.67,pdfs\14235b_2024.pdf,2025-05-05,Sucesso,
142360b_2024,2024-11-30,Criciúma,Corinthians,Heriberto Hülse,Campeonato Brasileiro Série A,18075,0,18075,865920.0,890988.26,-25068.26,pdfs\142360b_2024.pdf,2025-05-05,Sucesso,
142361b_2024,2024-04-12,Internacional,Botafogo-RJ,Beira-Rio,Campeonato Brasileiro Série A,40801,0,40801,2142822.0,512685.15,1630136.85,pdfs\142361b_2024.pdf,2025-05-05,Sucesso,
142362b_2024,2024-04-12,Cruzeiro,Palmeiras,Mineirão,Campeonato Brasileiro Série A,37362,0,0,0.0,192710.85,-192710.85,pdfs\142362b_2024.pdf,2025-05-05,Sucesso,
142363b_2024,2024-04-12,Vitória,Grêmio,Manoel Barradas,Campeonato Brasileiro Série A,26667,0,26667,785769.0,466768.08,319000.92,pdfs\142363b_2024.pdf,2025-05-05,Sucesso,
142364b_2024,2024-12-05,Fluminense,Cuiabá,Maracanã,Campeonato Brasileiro Série A,59730,1852,64448,1332692.0,1343350.08,-10658.08,pdfs\142364b_2024.pdf,2025-05-05,Sucesso,
142365b_2024,2024-12-04,Vasco da Gama,Atlético Mineiro,São Januário,Campeonato Brasileiro Série A,17074,124,18663,861476.0,621143.19,240332.81,pdfs\142365b_2024.pdf,2025-05-05,Sucesso,
142366b_2024,2024-12-03,Corinthians,Bahia,Neo Química Arena,Campeonato Brasileiro Série A,45925,0,45925,2502234.0,978717.24,1523516.76,pdfs\142366b_2024.pdf,2025-05-05,Sucesso,
142367b_2024,2024-12-04,São Paulo,Juventude,Morumbi,Campeonato Brasileiro Série A,31442,0,31442,1611245.0,659161.85,952083.15,pdfs\142367b_2024.pdf,2025-05-05,Sucesso,
142368b_2024,2024-05-12,Athletico Paranaense,Red Bull Bragantino,Ligga Arena,Campeonato Brasileiro Série A,39779,0,39779,1010535.0,226807.06,783727.94,pdfs\142368b_2024.pdf,2025-05-05,Sucesso,
142369b_2024,2024-04-12,Atlético Goianiense,Fortaleza,Antônio Accioly,Campeonato Brasileiro Série A,3007,150,3157,29920.0,70370.29,-40450.29,pdfs\142369b_2024.pdf,2025-05-05,Sucesso,
14236b_2024,2024-04-28,Corinthians,Fluminense,Neo Química Arena,Campeonato Brasileiro Série A,41839,0,41839,2521430.0,957887.02,1563542.98,pdfs\14236b_2024.pdf,2025-05-05,Sucesso,
142370b_2024,2024-04-12,Criciúma,Flamengo,Heriberto Hülse,Campeonato Brasileiro Série A,18849,0,18849,993600.0,925529.09,68070.91,pdfs\142370b_2024.pdf,2025-05-05,Sucesso,
142371b_2024,2024-08-12,Grêmio,Corinthians,Arena do Grêmio,Campeonato Brasileiro Série A,42699,1845,44544,3164574.0,663966.8,2500607.2,pdfs\142371b_2024.pdf,2025-05-05,Sucesso,
142372b_2024,2024-12-08,Atlético Mineiro,Athletico Paranaense,Arena MRV,Campeonato Brasileiro Série A,0,0,0,0.0,137826.19,-137826.19,pdfs\142372b_2024.pdf,2025-05-05,Sucesso,
142373b_2024,2024-08-12,Bahia,Atlético Goianiense,Arena Fonte Nova,Campeonato Brasileiro Série A,47223,0,47223,1934447.0,1308854.85,625592.15,pdfs\142373b_2024.pdf,2025-05-05,Sucesso,
142374b_2024,2024-12-08,Flamengo,Vitória,Maracanã,Campeonato Brasileiro Série A,67113,1349,68200,2949497.5,1925239.38,988409.09,pdfs\142374b_2024.pdf,2025-05-05,Sucesso,
142375b_2024,2024-12-08,Botafogo-RJ,São Paulo,Nilton Santos,Campeonato Brasileiro Série A,41986,5019,47005,3000925.0,2504825.06,496099.94,pdfs\142375b_2024.pdf,2025-05-05,Sucesso,
142376b_2024,2024-12-08,Palmeiras,Fluminense,Arena Allianz Parque,Campeonato Brasileiro Série A,34571,0,34571,3522940.16,1143448.56,2379491.6,pdfs\142376b_2024.pdf,2025-05-05,Sucesso,
142377b_2024,2024-12-08,Red Bull Bragantino,Criciúma,Nabi Abi Chedid,Campeonato Brasileiro Série A,9021,0,9021,291655.0,200650.92,91004.08,pdfs\142377b_2024.pdf,2025-05-05,Sucesso,
142378b_2024,2024-08-12,Fortaleza,Internacional,Arena Castelão,Campeonato Brasileiro Série A,51386,6978,58364,1160819.0,730235.15,430583.85,pdfs\142378b_2024.pdf,2025-05-05,Sucesso,
142379b_2024,2024-08-12,Cuiabá,Vasco da Gama,Arena Pantanal,Campeonato Brasileiro Série A,7028,411,7439,475465.0,231047.19,244417.81,pdfs\142379b_2024.pdf,2025-05-05,Sucesso,
14237b_2024,2024-04-29,São Paulo,Palmeiras,Morumbi,Campeonato Brasileiro Série A,55694,0,55694,3444111.0,930708.74,2513402.26,pdfs\14237b_2024.pdf,2025-05-05,Sucesso,
142380b_2024,2024-12-08,Juventude,Cruzeiro,Alfredo Jaconi,Campeonato Brasileiro Série A,13518,0,13518,368820.0,126023.12,242796.88,pdfs\142380b_2024.pdf,2025-05-05,Sucesso,
14238b_2024,2024-04-28,Fortaleza,Red Bull Bragantino,Arena Castelão,Campeonato Brasileiro Série A,18113,735,18848,170170.0,297528.74,-127358.74,pdfs\14238b_2024.pdf,2025-05-05,Sucesso,
14239b_2024,2024-04-27,Cuiabá,Atlético Mineiro,Arena Pantanal,Campeonato Brasileiro Série A,6725,0,6725,191140.0,238129.36,-46989.36,pdfs\14239b_2024.pdf,2025-05-05,Sucesso,
14240b_2024,2024-04-28,Juventude,Athletico Paranaense,Alfredo Jaconi,Campeonato Brasileiro Série A,5032,0,5032,226950.0,118781.18,108168.82,pdfs\14240b_2024.pdf,2025-05-05,Sucesso,
14241b_2024,2024-09-25,Grêmio,Criciúma,Arena do Grêmio,Campeonato Brasileiro Série A,13437,471,13908,726332.0,333663.82,392668.18,pdfs\14241b_2024.pdf,2025-05-05,Sucesso,
14242b_2024,2024-08-28,Cruzeiro,Internacional,Mineirão,Campeonato Brasileiro Série A,35238,235,35473,1000875.0,662484.19,338390.81,pdfs\14242b_2024.pdf,2025-05-05,Sucesso,
14243b_2024,2024-05-05,Vitória,São Paulo,Manoel Barradas,Campeonato Brasileiro Série A,25540,68,25608,730989.0,373486.74,357502.26,pdfs\14243b_2024.pdf,2025-05-05,Sucesso,
14244b_2024,2024-05-04,Fluminense,Atlético Mineiro,Kléber Andrade,Campeonato Brasileiro Série A,14202,0,14202,1838008.0,677078.22,1160929.78,pdfs\14244b_2024.pdf,2025-05-05,Sucesso,
14245b_2024,2024-05-05,Botafogo-RJ,Bahia,Nilton Santos,Campeonato Brasileiro Série A,22685,3030,25715,906955.0,887299.83,19655.17,pdfs\14245b_2024.pdf,2025-05-05,Sucesso,
14246b_2024,2024-05-04,Corinthians,Fortaleza,Neo Química Arena,Campeonato Brasileiro Série A,42456,0,42456,2761561.0,987615.54,1773945.46,pdfs\14246b_2024.pdf,2025-05-05,Sucesso,
14247b_2024,2024-05-04,Red Bull Bragantino,Flamengo,Nabi Abi Chedid,Campeonato Brasileiro Série A,9858,0,9858,538490.0,223988.04,314501.96,pdfs\14247b_2024.pdf,2025-05-05,Sucesso,
14248b_2024,2024-05-05,Athletico Paranaense,Vasco da Gama,Ligga Arena,Campeonato Brasileiro Série A,30270,0,30270,1258005.0,327371.04,930633.96,pdfs\14248b_2024.pdf,2025-05-05,Sucesso,
14249b_2024,2024-05-05,Cuiabá,Palmeiras,Arena Pantanal,Campeonato Brasileiro Série A,10493,793,11286,1178385.0,314390.58,863994.42,pdfs\14249b_2024.pdf,2025-05-05,Sucesso,
14250b_2024,2024-05-06,Juventude,Atlético Goianiense,Alfredo Jaconi,Campeonato Brasileiro Série A,5135,0,5135,287220.0,108810.06,178409.94,pdfs\14250b_2024.pdf,2025-05-05,Sucesso,
14251b_2024,2024-08-14,Internacional,Juventude,Beira-Rio,Campeonato Brasileiro Série A,14451,0,14451,607914.0,255516.8,352397.2,pdfs\14251b_2024.pdf,2025-05-05,Sucesso,
14252b_2024,2024-10-09,Atlético Mineiro,Grêmio,Arena MRV,Campeonato Brasileiro Série A,22053,352,22053,960753.47,502935.72,457817.75,pdfs\14252b_2024.pdf,2025-05-05,Sucesso,
14253b_2024,2024-05-12,Bahia,Red Bull Bragantino,Arena Fonte Nova,Campeonato Brasileiro Série A,36523,23927,60450,1190452.5,655500.88,534951.62,pdfs\14253b_2024.pdf,2025-05-05,Sucesso,
14254b_2024,2024-05-11,Flamengo,Corinthians,Maracanã,Campeonato Brasileiro Série A,56929,1081,58514,3140722.5,1836019.71,1259038.19,pdfs\14254b_2024.pdf,2025-05-05,Sucesso,
14255b_2024,2024-05-12,Vasco da Gama,Vitória,São Januário,Campeonato Brasileiro Série A,11094,346,11440,539609.0,532909.02,6699.98,pdfs\14255b_2024.pdf,2025-05-05,Sucesso,
14256b_2024,2024-05-12,Palmeiras,Athletico Paranaense,Arena Barueri,Campeonato Brasileiro Série A,12108,0,12108,480818.0,299843.76,180974.24,pdfs\14256b_2024.pdf,2025-05-05,Sucesso,
14257b_2024,2024-05-13,São Paulo,Fluminense,Morumbi,Campeonato Brasileiro Série A,39515,0,39515,2103391.0,763812.52,1339578.48,pdfs\14257b_2024.pdf,2025-05-05,Sucesso,
14258b_2024,2024-05-12,Fortaleza,Botafogo-RJ,Arena Castelão,Campeonato Brasileiro Série A,15914,269,16183,267239.0,337737.23,-70498.23,pdfs\14258b_2024.pdf,2025-05-05,Sucesso,
14259b_2024,2024-05-12,Atlético Goianiense,Cruzeiro,Antônio Accioly,Campeonato Brasileiro Série A,7576,0,7576,183485.0,76480.17,107004.83,pdfs\14259b_2024.pdf,2025-05-05,Sucesso,
14260b_2024,2024-09-06,Criciúma,Cuiabá,Heriberto Hülse,Campeonato Brasileiro Série A,13846,0,13846,529980.0,672636.53,-142656.53,pdfs\14260b_2024.pdf,2025-05-05,Sucesso,
14261b_2024,2024-01-06,Grêmio,Red Bull Bragantino,Couto Pereira,Campeonato Brasileiro Série A,7439,298,7737,468.7255,325.24009,143.48541,pdfs\14261b_2024.pdf,2025-05-05,Sucesso,
14262b_2024,2024-02-06,Atlético Mineiro,Bahia,Arena MRV,Campeonato Brasileiro Série A,37994,1460,37994,2162482.05,642489.37,1519992.68,pdfs\14262b_2024.pdf,2025-05-05,Sucesso,
14263b_2024,2024-06-01,Vitória,Atlético Goianiense,Manoel Barradas,Campeonato Brasileiro Série A,15887,0,15887,348547.0,276609.36,71937.64,pdfs\14263b_2024.pdf,2025-05-05,Sucesso,
14264b_2024,2024-06-01,Fluminense,Juventude,Maracanã,Campeonato Brasileiro Série A,21037,1527,22564,1078393.0,1227721.83,-149328.83,pdfs\14264b_2024.pdf,2025-05-05,Sucesso,
14265b_2024,2024-06-02,Vasco da Gama,Flamengo,Maracanã,Campeonato Brasileiro Série A,62228,2432,64660,3402389.0,2190089.29,1163807.72,pdfs\14265b_2024.pdf,2025-05-05,Sucesso,
14266b_2024,2024-06-01,Corinthians,Botafogo-RJ,Neo Química Arena,Campeonato Brasileiro Série A,40937,0,40937,2614293.5,965807.51,1648485.99,pdfs\14266b_2024.pdf,2025-05-05,Sucesso,
14267b_2024,2024-06-02,São Paulo,Cruzeiro,Morumbi,Campeonato Brasileiro Série A,44928,0,44928,2560112.0,837558.31,1722553.69,pdfs\14267b_2024.pdf,2025-05-05,Sucesso,
14268b_2024,2024-02-06,Fortaleza,Athletico Paranaense,Presidente Vargas,Campeonato Brasileiro Série A,12191,0,12191,73199.0,167268.88,-94069.88,pdfs\14268b_2024.pdf,2025-05-05,Sucesso,
14269b_2024,2024-01-06,Cuiabá,Internacional,Arena Pantanal,Campeonato Brasileiro Série A,5752,0,5752,253090.0,237592.47,15497.53,pdfs\14269b_2024.pdf,2025-05-05,Sucesso,
14270b_2024,2024-02-06,Criciúma,Palmeiras,Heriberto Hülse,Campeonato Brasileiro Série A,19027,0,19027,934140.0,890495.25,43644.75,pdfs\14270b_2024.pdf,2025-05-05,Sucesso,
14271b_2024,2024-06-13,Internacional,São Paulo,Heriberto Hülse,Campeonato Brasileiro Série A,19065,0,19065,1187760.0,228882.7,958877.3,pdfs\14271b_2024.pdf,2025-05-05,Sucesso,
14272b_2024,2024-06-13,Cruzeiro,Cuiabá,Mineirão,Campeonato Brasileiro Série A,26595,972,27567,776196.0,532571.09,243624.91,pdfs\14272b_2024.pdf,2025-05-05,Sucesso,
14273b_2024,2024-06-13,Bahia,Fortaleza,Arena Fonte Nova,Campeonato Brasileiro Série A,29889,0,29889,864.4655,635773.63,228691.87,pdfs\14273b_2024.pdf,2025-05-05,Sucesso,
14274b_2024,2024-06-13,Flamengo,Grêmio,Maracanã,Campeonato Brasileiro Série A,51785,1404,53189,2744938.0,1789882.48,921628.57,pdfs\14274b_2024.pdf,2025-05-05,Sucesso,
14275b_2024,2024-06-11,Botafogo-RJ,Fluminense,Nilton Santos,Campeonato Brasileiro Série A,27239,2491,29730,1117380.0,1030815.78,86564.22,pdfs\14275b_2024.pdf,2025-05-05,Sucesso,
14276b_2024,2024-06-13,Palmeiras,Vasco da Gama,Arena Allianz Parque,Campeonato Brasileiro Série A,37641,0,37641,3025701.01,914649.92,2111051.09,pdfs\14276b_2024.pdf,2025-05-05,Sucesso,
14277b_2024,2024-06-11,Red Bull Bragantino,Atlético Mineiro,Nabi Abi Chedid,Campeonato Brasileiro Série A,4516,0,4516,180720.0,181743.33,-1023.33,pdfs\14277b_2024.pdf,2025-05-05,Sucesso,
14278b_2024,2024-06-13,Athletico Paranaense,Criciúma,Ligga Arena,Campeonato Brasileiro Série A,22515,0,22515,610080.0,227631.48,382448.52,pdfs\14278b_2024.pdf,2025-05-05,Sucesso,
14279b_2024,2024-06-11,Atlético Goianiense,Corinthians,Antônio Accioly,Campeonato Brasileiro Série A,12089,717,12806,724840.0,102604.84,622235.16,pdfs\14279b_2024.pdf,2025-05-05,Sucesso,
14280b_2024,2024-06-11,Juventude,Vitória,Alfredo Jaconi,Campeonato Brasileiro Série A,6186,0,6186,338190.0,115542.33,222647.67,pdfs\14280b_2024.pdf,2025-05-05,Sucesso,
